53,8,2600
10,8,1814
36,53,1787
8,53,1684
8,39,1611
30,8,1572
14,8,1458
15,8,1390
12,8,1352
39,8,1319
47,8,1317
46,8,1313
43,8,1308
53,36,1274
14,42,1259
54,8,1239
28,8,1231
53,25,1206
19,8,1205
42,8,1204
27,8,1203
29,8,1186
16,8,1174
55,8,1174
23,8,1171
33,8,1165
53,43,1165
24,8,1164
34,53,1163
53,51,1161
38,8,1160
53,16,1157
25,8,1156
18,8,1153
14,53,1150
51,8,1149
11,8,1148
45,8,1144
13,8,1144
41,8,1143
20,8,1143
31,8,1138
53,48,1136
48,8,1136
22,8,1136
34,52,1135
36,8,1133
32,8,1132
40,8,1132
53,20,1129
52,8,1128
35,8,1127
34,8,1127
53,55,1126
37,8,1125
50,8,1113
49,8,1111
53,15,1103
21,8,1102
53,30,1098
53,29,1096
26,8,1094
53,45,1093
10,53,1085
53,17,1084
53,33,1078
9,8,1074
15,53,1071
53,26,1065
53,34,1060
14,10,1055
53,35,1054
53,32,1051
53,10,1044
53,44,1044
53,42,1040
53,39,1040
53,50,1037
43,53,1037
44,8,1036
53,54,1032
10,40,1030
53,40,1019
42,53,1016
46,53,1011
16,11,1007
30,53,1002
53,13,1002
53,49,993
47,53,991
16,43,984
17,8,980
53,52,979
25,53,978
55,53,978
53,38,978
53,46,975
53,31,974
53,24,960
53,21,955
53,18,953
53,37,949
53,14,946
45,53,941
32,51,935
53,12,934
53,47,931
12,9,925
53,41,924
53,28,920
53,19,919
53,22,918
14,13,915
53,11,913
13,53,906
11,53,905
20,53,905
48,53,904
52,53,899
53,9,897
51,53,897
39,53,896
12,53,895
33,53,894
48,27,890
53,27,885
49,53,881
29,53,880
16,53,877
32,53,875
17,53,864
19,53,859
35,53,854
50,53,853
54,53,852
44,53,852
40,53,847
37,53,844
53,23,842
18,53,841
8,30,840
42,24,835
20,13,828
9,53,821
28,53,816
22,53,814
22,14,812
21,53,811
26,53,805
8,47,793
8,10,792
38,53,790
46,26,790
8,43,780
8,27,775
32,19,775
24,53,772
40,55,771
8,15,770
27,53,769
41,53,768
8,23,763
31,53,762
8,51,753
26,48,750
8,14,750
24,15,749
8,55,746
8,19,745
54,30,745
8,11,740
8,35,735
8,31,730
23,53,726
40,23,725
30,50,720
30,18,715
14,17,713
22,46,706
8,28,706
8,12,705
14,9,703
8,22,702
8,36,701
